word,meaning
effort,n. 努力；成就
hard work,"na. 难苦的工作
 努力工作；艰苦的工作；勤奋"
endeavor,"n. 努力；尽力（等于endeavour）
vi. 努力；尽力（等于endeavour）
vt. 努力；尽力（等于endeavour）"
feeling,"n. 感觉，触觉；感情，情绪；同情
v. 感觉；认为（feel的现在分词）；触摸
adj. 有感觉的；有同情心的；富于感情的"
emotion,n. 情感；情绪
unpleasant,adj. 讨厌的；使人不愉快的
surprised,"v. 使惊奇（surprise的过去分词形式）
adj. 感到惊讶的，出人意料的"
be taken aback, <航海>处于顶风位置的; 大吃一惊; 吓一跳; <航海>（帆船）突遇顶风而停止前进; 吃了一惊
used for both purposes,
not,"adv. 表示否定，不
n. “非”（计算机中逻辑运算的一种）"
than,"conj. 比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后）
prep. 比；超过"
higher than, 高于；高比；高过
withdraw support,
lost interest,vbl.不再感兴趣
dislike their workplace,
view their work environment negatively,
please his family,
what his family wanted,
time-consuming techniques,
take up considerable time,
marketed,销售；交易；市场推广（market的过去分词）
advertising,"n. 广告；广告业；登广告
adj. 广告的；广告业的
v. 公告；为…做广告（advertise的ing形式）"
widespread introduction of sth.,
large increase in the use of sth.,
regard themselves as,
self-proclaimed,adj. 自称的
miss the point,"na. 抓不着要点；不得要领；不懂(俏皮话等的)妙处
 没有抓住要领；没抓住要领；没领会含义"
without fully understanding,
quickly,adv. 迅速地；很快地
sudden,"n. 突然发生的事
adj. 突然的，意外的；快速的"
follow rules,
do well at school,
medical problems,
misuse,"vt. 滥用；误用；虐待
n. 滥用；误用；虐待"
problems,n.  问题；难题（problem的复数）
a change in people's attitudes,
dissatisfaction with pay,
modern standards,
how ... tested,
protection against bad air,
aspects of their work,
harmful to animals,
the insects,
two ways,"un. 双行线
 炸薯条的两种方法；两条路；人生两条路"
preferable,adj. 更好的，更可取的；更合意的
different kinds of danger,
advocate,"n. 提倡者；支持者；律师
vt. 提倡，主张，拥护"
affect,"n. 情感；引起感情的因素
vt. 影响；感染；感动；假装
vi. 倾向；喜欢"
agent,"n. 代理人，代理商；药剂；特工
adj. 代理的
vt. 由…作中介；由…代理"
applicant,n. 申请人，申请者；请求者
appreciation,n. 欣赏，鉴别；增值；感谢
apprenticeship,n. 学徒期；学徒身分
approximate,"adj.  近似的；大概的
vt. 近似；使…接近；粗略估计
vi. 接近于；近似于"
arise,vi. 出现；上升；起立
arousal,n. 觉醒；激励
ash,n. 灰；灰烬
auditorium,n. 礼堂，会堂；观众席
award,"n. 奖品；判决
vt. 授予；判定"
back,"n. 后面；背部；靠背；足球等的后卫；书报等的末尾
adj. 后面的；过去的；拖欠的
vt. 支持；后退；背书；下赌注
adv. 以前；向后地；来回地；上溯；回来；回原处
vi. 后退；背靠；倒退"
batch,"n. 一批；一炉；一次所制之量
vt. 分批处理"
battery,"n.  电池，蓄电池
n. 殴打
n. 炮台，炮位"
bear,"n. 熊
vt. 结果实，开花（正式）
vt. 忍受；承受；具有；支撑"
behave,"vi. 表现；（机器等）运转；举止端正；（事物）起某种作用
vt. 使守规矩；使表现得…"
bend,"n. 弯曲
vt. 使弯曲；使屈服；使致力；使朝向
vi. 弯曲，转弯；屈服；倾向；专心于"
boredom,n. 厌倦；令人厌烦的事物
branding,"n. 品牌化，品牌术
v. 在…上加商标；使显得独一无二（brand的现在分词）"
bubble,"n. 气泡，泡沫，泡状物；透明圆形罩，圆形顶
vt. 使冒泡；滔滔不绝地说
vi. 沸腾，冒泡；发出气泡声"
burial,"n. 埋葬；葬礼；弃绝
adj. 埋葬的"
carve,"vt. 雕刻；切开；开创
vi. 切开；做雕刻工作"
cast,"n. 投掷，抛；铸件， 铸型；演员阵容；脱落物
vt. 投，抛；计算；浇铸；投射（光、影、视线等）
vi. 投，抛垂钓鱼钩；计算，把几个数字加起来"
categorise,vt. 分类；加以类别
celebration,n. 庆典，庆祝会；庆祝；颂扬
chase,"n. 追逐；追赶；追击
vt. 追逐；追捕；试图赢得；雕镂
vi. 追逐；追赶；奔跑"
click,"n. 单击；滴答声
vi. 作咔哒声
vt. 点击；使发咔哒声"
code,"n. 代码，密码；编码；法典
vt. 编码；制成法典
vi. 指定遗传密码"
composition,n. 作文，作曲，作品； 构成；合成物；成分
contaminated,"v. 污染（contaminate的过去式）
adj. 受污染的；弄脏的"
contribution,n. 贡献；捐献；投稿
corpus,n.  语料库；文集；本金
corridor,走廊
crack,"n. 裂缝；声变；噼啪声
adj. 最好的；高明的
vi. 破裂；爆裂
vt. 使破裂；打开；变声"
cure,"n. 治疗；治愈； 疗法
vt. 治疗；治愈；使硫化；加工处理
vi. 治病；痊愈；受治疗；被硫化；被加工处理"
degradation,n. 退化；降格，降级；堕落
depth,n.  深度；深奥
disabled,"adj. 残废的，有缺陷的
v. 使…失去能力（disable的过去分词）"
disappointing,"adj. 令人失望的；令人扫兴的
v. 令人失望（disappoint的ing形式）；辜负…的期望"
disaster,n. 灾难，灾祸；不幸
due,"n. 应付款；应得之物
adj. 到期的；预期的；应付的；应得的
adv. 正（置于方位词前）"
ease,"n. 轻松，舒适；安逸，悠闲
vt. 减轻，缓和；使安心
vi. 减轻，缓和；放松；灵活地移动"
economic,adj. 经济的，经济上的；经济学的
electronic,"adj. 电子的
n. 电子电路；电子器件"
encode,vt. （将文字材料）译成密码；编码，编制成计算机语言
entertainment,n. 娱乐；消遣；款待
equivalence,n. 等值；相等
exception,n. 例外；异议
executive,"n. 总经理；执行委员会；执行者；经理主管人员
adj. 行政的；经营的；执行的，经营管理的"
external,"n. 外部；外观；外面
adj. 外部的；表面的； 外用的；外国的；外面的"
extract,"n. 汁；摘录；榨出物；选粹
vt. 提取；取出；摘录；榨取"
flop,"n. 失败；砰然落下；拍击声
vi. 失败；扑拍；扑通落下；笨重地摔
vt. 笨拙地抛下；扑通放下；拍（翅）
adv. 扑通一声；恰巧"
frame,"n. 框架；结构； 画面
adj. 有木架的；有构架的
vt. 设计；建造；陷害；使…适合
vi. 有成功希望"
fulfil,vt. 履行；完成；实践；满足
gender,"n. 性；性别；性交
vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）"
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
gradual,"n. 弥撒升阶圣歌集
adj. 逐渐的；平缓的"
graze,"n. 放牧；轻擦
vi. 吃草；擦伤
vt. 放牧；擦伤"
grinding,adj. 磨的；刺耳的；令人难以忍受的
hut,"n. 小屋；临时营房
vt. 使住在小屋中；驻扎
vi. 住在小屋中；驻扎"
illustration,n. 说明；插图；例证；图解
implicit,adj. 含蓄的；暗示的；盲从的
indication,n. 指示，指出；迹象；象征
industrialise,vt. 使工业化（等于industrialize）
judgement,n. 意见；判断力； 审判；评价
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
label,"vt. 标注；贴标签于
n. 标签；商标；签条"
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
master,"vt. 控制；精通；征服
n. 硕士；主人；大师；教师
adj. 主人的；主要的；熟练的"
minimize,"vt. 使减到最少；小看，极度轻视
vi. 最小化"
monument,"n. 纪念碑；历史遗迹；不朽的作品
vt. 为…树碑"
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
myth,n. 神话；虚构的人，虚构的事
neuron,n.  神经元，神经单位
observer,n. 观察者； 观测者；遵守者
orchestra,n. 管弦乐队；乐队演奏处
package,"n. 包，包裹；套装软件， 程序包
adj. 一揽子的
vt. 打包；将…包装"
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员
vt. 嵌镶板"
pharmaceutical,"n. 药物
adj. 制药（学）的"
physically,adv. 身体上，身体上地
pleasurable,adj. 快乐的；心情舒畅的；令人愉快的
potentially,adv. 可能地，潜在地
printer,n.  打印机；印刷工；印花工
psychological,adj. 心理的；心理学的；精神上的
pump,"n. 泵，抽水机；打气筒
vt. 打气；用抽水机抽…
vi. 抽水"
pursue,"vi. 追赶；继续进行
vt. 继续；从事；追赶；纠缠"
rental,"n. 租金收入，租金；租赁
adj. 租赁的；收取租金的"
repeat,"n. 重复；副本
vi. 重做；重复发生
vt. 重复；复制；背诵"
revised,"v. 修改；校订；复习（revise的过去分词形式）
adj. 改进的"
royal,"n. 王室；王室成员
adj. 皇家的；盛大的；女王的；高贵的；第一流的"
screen,"n. 屏，幕；屏风
vt. 筛；拍摄；放映；掩蔽
vi. 拍电影"
seal,"n. 密封；印章；海豹；封条；标志
vt. 密封；盖章
vi. 猎海豹"
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
settler,n. 移居者；殖民者
silent,"n. 无声电影
adj. 沉默的；寂静的；无记载的"
similarity,n. 类似；相似点
span,"n. 跨度，跨距；范围
vt. 跨越；持续；以手指测量"
spare,"n. 剩余；备用零件
vt. 节约，吝惜；饶恕；分出，分让
adj. 多余的；瘦的；少量的
vi. 饶恕，宽恕；节约"
spectacular,adj. 壮观的，惊人的；公开展示的
spray,"n. 喷雾；喷雾器；水沫
vt. 喷射
vi. 喷"
stem,"n. 干；茎；船首；血统
vt. 阻止；除去…的茎；给…装柄
vi. 阻止；起源于某事物；逆行"
storage,n. 存储；仓库；贮藏所
stretch,"vt. 伸展,张开；（大量地）使用，消耗（金钱，时间）；使竭尽所能；使全力以赴；
n. 伸展，延伸
vi. 伸展；足够买（或支付）"
string,n. 线，弦，细绳；一串，一行
sum,"n. 金额；总数
vt. 总结；合计
vi. 概括"
tablet,"n. 碑；药片；写字板；小块；平板电脑
vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块"
temporal,"n. 世间万物；暂存的事物
adj. 暂时的；当时的；现世的"
underlie,vt. 成为……的基础；位于……之下
vanished,n. 销声匿迹，无影无踪（美国电视连续剧剧名）
via,prep. 渠道，通过；经由
vulnerability,n. 易损性；弱点
wipe,"n. 擦拭；用力打
vi. 擦；打
vt. 擦；消除；涂上"
worthwhile,adj. 值得做的，值得花时间的
airborne,adj.  空运的；空气传播的；风媒的
automatic,"n. 自动机械；自动手枪
adj. 自动的；无意识的；必然的"
bolt,"n. 螺栓，螺钉；闪电，雷电；门闩；弩箭;（布的）一匹，一卷
vt. 筛选；囫囵吞下；（把门、窗等）闩上；突然说出，脱口说出
vi. （门窗等）闩上，拴住；冲出，跳出；（马等的）脱缰；囫囵吞下
adv. 突然地；像箭似地；直立地"
bother,"n. 麻烦；烦恼
vt. 烦扰，打扰；使……不安；使……恼怒
vi. 操心，麻烦；烦恼"
buffet,"n. 自助餐；小卖部；打击；猛烈冲击
adj. 自助的；自助餐的
vi. 斗争；奋勇前进
vt. 与…搏斗；连续猛击"
craft,"n. 工艺；手艺；太空船
vt. 精巧地制作"
consumerism,n. 保护消费者利益运动；用户至上主义
district,n. 区域；地方；行政区
drain,"n. 排水；下水道，排水管；消耗
vt. 喝光，耗尽；使流出；排掉水
vi. 排水；流干"
evident,adj. 明显的；明白的
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
explicit,adj. 明确的；清楚的；直率的；详述的
faith,n. 信仰；信念；信任；忠实
feat,"n. 功绩，壮举；技艺表演
adj. 合适的；灵巧的"
glow,"n. 灼热；色彩鲜艳；兴高采烈
vi. 发热；洋溢；绚丽夺目"
glue,"n. 胶；各种胶合物
vt. 粘合；似胶般固着于"
harden,"vi. 变硬，变坚固；变坚强；变冷酷
vt. 使…变硬；使…坚强；使…冷酷；使…麻木不仁"
humpback,n. 驼背；座头鲸
identification,n. 鉴定，识别；认同；身份证明
imagery,n. 像；意象；比喻；形象化
kit,"n. 工具箱；成套工具
vt. 装备
vi. 装备"
licence,"n. 许可证，执照；特许
vt. 特许，许可；发给执照"
limitation,n. 限制；限度；极限；追诉时效；有效期限；缺陷
logo,n. 商标，徽标；标识语
moisture,n. 水分；湿度；潮湿；降雨量
norm,n. 标准，规范
officially,adv. 正式地；官方地；作为公务员
opt,vi. 选择
overview,n.  综述；概观
passport,n. 护照，通行证；手段
pat,"n. 轻拍；小块；轻拍声
adj. 恰好的；熟练的；合适的
vt. 轻拍
adv. 恰好；熟记地
vi. 轻拍"
photography,n. 摄影；摄影术
pitched,"v. 使倾斜；扎营；投掷（pitch的过去分词）
adj. 斜的；人字形的"
prefrontal,"n.  额前骨
adj.  前额的；额叶前部的"
preservation,n. 保存，保留
renewed,"v. 更新；恢复（renew的过去分词）
adj. 更新的；复兴的；重建的"
sail,"n. 帆，篷；航行
vi. 航行；启航，开船
vt. 航行"
salespeople,n. 推销员； 售货员；店员
scholar,n. 学者；奖学金获得者
serial,"n. 电视连续剧； 期刊；连载小说
adj. 连续的；连载的；分期偿还的"
shelf,n. 架子；搁板；搁板状物；暗礁
squash,"n. 壁球；挤压；咯吱声；南瓜属植物；（英）果汁饮料
vt. 镇压；把…压扁；使沉默
vi. 受挤压；发出挤压声；挤入"
stack,"n. 堆；堆叠
vt. 使堆叠；把…堆积起来
vi. 堆积，堆叠"
sufferer,n. 患者；受害者
sustain,vt. 维持；支撑，承担；忍受；供养；证实
topsoil,n. 表层土；上层土
trance,"n. 恍惚；出神；着迷，入迷
vt. 使恍惚；使发呆"
tune,"n. 曲调；和谐；心情
vt. 调整；使一致；为…调音
vi.  调谐；协调"
ultimate,"n. 终极；根本；基本原则
adj. 最终的；极限的；根本的"
update,"n. 更新；现代化
vt. 更新；校正，修正；使现代化"
viable,adj. 可行的；能养活的；能生育的
vigilance,n. 警戒，警觉；警醒症
yacht,"n. 游艇，快艇；轻舟
vi. 乘游艇，驾游艇"
band,"n. 带，环； 波段；(演奏流行音乐的) 乐队
n. n.乐队；队；一群
vi. 用带绑扎；给...镶边"
behalf,n. 代表；利益
beneath,"prep. 在…之下
adv. 在下方"
capitalism,n. 资本主义
consciousness,n. 意识；知觉；觉悟；感觉
convenience,n. 便利；厕所；便利的事物
cookery,n. 烹调术；烹调业
county,n. 郡，县
defence,n. 防御；防卫；答辩；防卫设备
demonstration,n. 示范；证明；示威游行
disrupt,"vt. 破坏；使瓦解；使分裂；使中断；使陷于混乱
adj. 分裂的，中断的；分散的"
dive,"n. 潜水；跳水；俯冲；扑
vi. 潜水；跳水；俯冲；急剧下降"
fibrous,adj. 纤维的，纤维性的；纤维状的
handful,n. 少数；一把；棘手事
hockey,n. 曲棍球；冰球
inquiry,n. 探究；调查；质询
intricately,adv. 杂乱地
invader,n. 侵略者；侵入物
investigator,n. 研究者；调查者；侦查员
isolation,n. 隔离；孤立； 绝缘； 离析
litter,"n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱
vt. 乱丢；给…垫褥草；把…弄得乱七八糟
vi. 产仔；乱扔废弃物"
lounge,"n. 休息室；闲逛；躺椅；（英）酒吧间
vi. 闲逛；懒洋洋地躺卧；闲混
vt. 虚度光阴"
magical,adj. 魔术的；有魔力的
monoculture,n. 单作；单一栽培
neighbourhood,n. 邻近；周围；邻居关系；附近一带
nerve,"n. 神经；勇气； 叶脉
vt. 鼓起勇气"
Olympic,adj. 奥林匹斯山的，奥林匹亚的；奥林匹克的
opposition,n. 反对；反对派；在野党；敌对
overweight,"adj. 超重的；过重的
vt. 使负担过重
n. 超重"
overwhelming,"adj. 压倒性的；势不可挡的
v. 压倒；淹没（overwhelm的ing形式）；制服"
owe,"vt. 欠；感激；应给予；应该把……归功于
vi. 欠钱"
pace,"n. 一步；步速；步伐；速度
vi. 踱步；缓慢而行
vt. 踱步于；用步测"
password,n. 密码；口令
postage,n. 邮资，邮费
postcode,n. （英）邮政编码；邮区号
posture,"n. 姿势；态度；情形
vt. 作…的姿势
vi. 摆姿势"
pride,"n. 自豪；骄傲；自尊心
vt. 使得意，以…自豪
vi. 自豪"
promotional,adj. 促销的；增进的；奖励的
realism,n. 现实主义；实在论；现实主义的态度和行为
reliance,n. 信赖；信心；受信赖的人或物
score,"n. 分数；二十；配乐；刻痕
vt. 获得；评价；划线，刻划；把…记下
vi. 得分；记分；刻痕"
severity,n. 严重；严格；猛烈
sledge,"n. 雪橇；大锤
vt. 用雪橇搬运；乘雪橇；用大锤打
vi. 用大锤打；猛击；乘雪橇"
smooth,"n. 平滑部分；一块平地
adj. 顺利的；光滑的；平稳的
vt. 使光滑；消除（障碍等）；使优雅；缓和
adv. 光滑地；平稳地；流畅地
vi. 变平静；变平滑"
solidify,"vt. 团结；凝固
vi. 团结；凝固"
supplier,n. 供应厂商，供应国；供应者
surname,"n. 姓，姓氏；绰号，别名
vt. 给…起别名；给…姓氏"
suspense,n. 悬念；悬疑；焦虑；悬而不决
systematic,adj. 系统的；体系的；有系统的； 分类的；一贯的，惯常的
unravel,"vt. 解开；阐明；解决；拆散
vi. 解决；散开"
vivid,adj. 生动的；鲜明的；鲜艳的
voucher,"n. 收据；证人；保证人；证明者；代金
vt. 证实...的可靠性"
wise,"adj. 明智的；聪明的；博学的
vt. 使知道；教导
vi. 了解"
yoga,"n. 瑜珈（意为“结合”，指修行）；瑜珈术
n. 联想可360°翻转的超轻薄笔记本电脑"
youngster,n. 年轻人；少年
adept,"n. 内行；能手
adj. 熟练的；擅长…的"
admire,"vt. 钦佩；赞美
vi. 钦佩；称赞"
aerial,"n.  天线
adj. 空中的，航空的；空气的；空想的"
aggression,n. 侵略；进攻；侵犯；侵害
allocation,n. 分配，配置；安置
apt,adj. 恰当的；有…倾向的；灵敏的
autism,n.  孤独症；自我中心主义
bacterial,adj.  细菌的
ballet,n. 芭蕾舞剧；芭蕾舞乐曲
bicentennial,"n. 二百周年纪念
adj. 二百周年的"
blowhole,n. （鲸、海豚等的）喷水孔；（隧道等的）通风孔；岩石孔穴； 气泡
blurred,"v. 玷污；使…模糊不清；使感觉迟钝（blur的过去式和过去分词）
adj. 模糊不清的；被弄污的"
bulb,"n. 电灯泡；鳞茎；球状物
vi. 生球茎；膨胀成球状"
calculation,n. 计算；估计；计算的结果；深思熟虑
cap,"n. 盖；帽子
vt. 覆盖；胜过；给…戴帽；加盖于
vi. 脱帽致意"
carbohydrate,n.  碳水化合物； 糖类
chop,"n. 砍；排骨；商标；削球
(俚)丑人
vt. 剁碎；砍"
clown,"n. 小丑；乡下人；粗鲁笨拙的人
vi. 扮小丑；装傻"
collaborate,vi. 合作；勾结，通敌
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
crown,"n. 王冠；花冠；王权；顶点
vt. 加冕；居…之顶；表彰；使圆满完成"
cyclist,n. 骑自行车的人
dazzling,"adj. 耀眼的；眼花缭乱的
v. 使…眼花（dazzle的ing形式）"
denote,vt. 表示，指示
dominance,n. 优势；统治；支配
drill,"n. 训练；钻孔机；钻子；播种机
vt. 钻孔；训练；条播
vi. 钻孔；训练"
echolocation,n. 回波定位；回声测距；回声定位能力（鲸和蝙蝠等所具备得一种机能）
evenly,adv. 均匀地；平衡地；平坦地；平等地
flaming,"adj. 燃烧的；火红的；激昂的
v. 燃烧；变亮；发光（flame的ing形式）"
flash,"n. 闪光，闪现；一瞬间
adj. 闪光的，火速的
vt. 使闪光；反射
vi. 闪光，闪现；反射"
folklore,n. 民俗学；民间传说；民间风俗
fumes,"n. 烟气；激动；空想的事物（fume的复数）
v. 蒸发；冒烟；发怒（fume的三单形式）"
garage,"n. 车库；汽车修理厂；飞机库
vt. 把……送入车库；把（汽车）开进车库"
glance,"n. 一瞥；一滑；闪光
vt. 扫视；瞥见；擦过
vi. 扫视，匆匆一看；反光；瞥闪，瞥见"
heal,"vt. 治愈，痊愈；和解
vi. 痊愈"
imaginative,adj. 富于想象的；有创造力的
incubator,n.  孵卵器； 保温箱；早产儿保育器；细菌培养器
indifference,n. 漠不关心；冷淡；不重视；中立
interbreed,"vt. 异种交配；混种；使品种间杂交
vi. 异种交配；混种；杂种繁殖"
interviewee,n. 被接见者；被访问者
jam,"n. 果酱；拥挤；困境；扣篮
vt. 使堵塞；挤进，使塞满；混杂；压碎
vi. 堵塞；轧住"
liable,adj. 有责任的，有义务的；应受罚的；有…倾向的；易…的
microwave,n. 微波
mobility,n. 移动性；机动性； 迁移率
multicultural,adj. 多种文化的；融合或具有多种文化的
newsreel,n. 新闻影片
objectively,adv. 客观地
outer,"adj. 外面的，外部的；远离中心的
n. 环外命中"
pale,"n. 前哨；栅栏；范围
adj. 苍白的；无力的；暗淡的
vt. 使失色；使变苍白；用栅栏围
vi. 失色；变苍白；变得暗淡"
paperclip,n. 曲别针；报纸夹
pathway,n. 路，道；途径，路径
permanently,adv. 永久地，长期不变地
phenomenal,adj. 现象的；显著的；异常的；能知觉的；惊人的，非凡的
photoelectric,adj.  光电的
physiological,adj. 生理学的，生理的
pointless,adj. 无意义的；钝的；不尖的；不得要领的
positively,adv. 肯定地；明确地；断然地；乐观地
provisional,"adj. 临时的，暂时的；暂定的
n. 临时邮票"
queue,"n. 队列；长队；辫子
vt. 将…梳成辫子；使…排队
vi. 排队；排队等候"
sake,n. 目的；利益；理由；日本米酒
salvage,"n. 打捞；海上救助；抢救财货；救难的奖金
vt. 抢救；海上救助"
sandwich,"n. 三明治；夹心面包
vt. 夹入；挤进；把...做成三明治"
seedling,n. 秧苗，幼苗；树苗
shipment,n. 装货；装载的货物
sightseeing,"n. 观光；游览
v. 观光（sightsee的ing形式）；游览
adj. 观光的；游览的"
silly,"n. 傻瓜
adj. 愚蠢的；不明事理的；没头脑的"
slight,"n. 怠慢；轻蔑
adj. 轻微的，少量的；脆弱的；细长的；不重要的
vt. 轻视，忽略；怠慢"
slippery,adj. 滑的；狡猾的；不稳定的
slot,"n. 位置；狭槽；水沟；硬币投币口
vt. 跟踪；开槽于"
snap,"n. 猛咬；劈啪声；突然折断
adj. 突然的
vt. 突然折断，拉断；猛咬；啪地关上
vi. 咬；厉声说；咯嗒一声关上"
sole,"n. 鞋底；脚底；基础；鳎目鱼
adj. 唯一的；单独的；仅有的
vt. 触底；上鞋底"
soup,"n. 汤，羹；马力
vt. 加速；增加马力"
spin,"n. 旋转；疾驰
vi. 旋转；纺纱；吐丝；晕眩
vt. 使旋转；纺纱；编造；结网"
splash,"n. 飞溅的水；污点；卖弄
vt. 溅，泼；用...使液体飞溅
vi. 溅湿；溅开"
stream,"n. 溪流；流动；潮流；光线
vt. 流出；涌出；使飘动
vi. 流；涌进；飘扬"
stuff,"n. 东西；材料；填充物；素材资料
vt. 塞满；填塞；让吃饱
vi. 吃得过多"
stunned,"v. 使震惊；使不知所措（stun的过去式及过去分词形式）
adj. 受惊的"
surveyor,n. 测量员；检验员
synthesis,n. 综合， 合成；综合体
telecommunication,n. 电讯； 远程通信；无线电通讯
tropics,n. 热带地区
underneath,"prep. 在…的下面；在…的形式下；在…的支配下
n. 下面；底部
adj. 下面的；底层的
adv. 在下面；在底下"
unify,vt. 统一；使相同，使一致
aback,adv. 向后；处于顶风位置；向后地；吓了一跳
abandonment,n. 抛弃；放纵
absorption,n. 吸收；全神贯注，专心致志
accredited,"v. 认可（accredit的过去分词形式）
adj. 公认的；可信任的"
affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事
alarming,"adj. 令人担忧的；使人惊恐的
v. 使惊恐（alarm的ing形式）"
albeit,conj. 虽然；即使
alphabetically,adv. 照字母顺序排列地
amend,"vt. 修改；改善，改进
vi. 改正，改善；改过自新"
amused,"v. 逗笑（amuse的过去分词）；使欢乐
adj. 愉快的，顽皮的；被逗乐的"
annoying,"v. 骚扰（annoy的ing形式）
adj. 讨厌的；恼人的"
apologise,vi. 道歉（等于apologize）
appeasement,n. 缓和，平息；姑息
archive,"n. 档案馆；档案文件
vt. 把…存档"
ascent,n. 上升；上坡路；登高
attachment,n. 附件；依恋；连接物；扣押财产
awesome,adj. 令人敬畏的；使人畏惧的；可怕的；极好的
awful,adj. 可怕的；极坏的；使人敬畏的
backdrop,n. 背景；背景幕；交流声
barrage,"n. 弹幕；阻塞；齐射式攻击； 拦河坝
vt. 以密集炮火进攻
vi. 以密集火力阻击"
bead,"n. 珠子；滴；念珠
vt. 用珠装饰；使成串珠状
vi. 形成珠状，起泡"
belt,"n. 带；腰带；地带
vt. 用带子系住；用皮带抽打
vi. 猛击"
beneficiary,"n.  受益人，受惠者；封臣
adj. 拥有封地的；受圣俸的"
biographer,n. 传记作者
bonding,"n. 粘合； 压焊
v. 结合（bond的现在分词）；联系
adj. 结合的；黏结的"
bracelet,n. 手镯；手链
bucket,"n. 桶，水桶；铲斗；一桶的量
v. 倾盆而下；颠簸着行进"
capsule,"n. 胶囊； 蒴果；太空舱；小容器
adj. 压缩的；概要的
vt. 压缩；简述"
cellular,"n. 移动电话；单元
adj. 细胞的；多孔的；由细胞组成的"
charcoal,"n. 木炭；炭笔
vt. 用木炭画（过去式charcoaled，过去分词charcoaled，现在分词charcoaling，第三人称单数charcoals）"
chemistry,n. 化学；化学过程
chilled,"adj. 冷冻了的；已冷的；冷硬了的；淬火迟的
v. 使变冷（chill的过去式）"
chip,"n.  芯片；筹码；碎片；(食物的) 小片; 薄片
vt. 削，凿；削成碎片
vi. 剥落；碎裂"
clutter,"n. 杂乱，混乱
vt. 使凌乱；胡乱地填满"
coiled,"adj. 盘绕的；卷成圈的
v. 卷（coil的过去式和过去分词）；盘绕"
combustion,n. 燃烧，氧化；骚动
commerce,n. 贸易；商业；商务
computational,adj. 计算的
coordinator,n. 协调者； 协调器；同等的人或物
credentials,"n.  证书；文凭；信任状（credential的复数）
v. 得到信用；授…以证书（credential的三单形式）"
crowd,"n. 群众,一伙;一堆,许多,大众
v. 拥挤,挤满,挤进
vt. 挤满,将...塞进;催促,催逼
vi. 挤,拥挤,聚集"
cumulative,adj. 累积的
dedicated,"adj. 专用的；专注的；献身的
v. 以…奉献；把…用于（dedicate的过去式和过去分词）"
denounce,vt. 谴责；告发；公然抨击；通告废除
dessert,n. 餐后甜点；甜点心
diagnosis,n. 诊断
disorderly,"adj. 混乱的，无秩序的；骚乱的；无法无天的
adv. 杂乱地，无秩序地"
dispersal,n. 分散；传播；散布；疏散；消失
distorted,"v. 扭曲（distort的过去式和过去分词）
adj. 歪曲的；受到曲解的"
domesticated,"adj. 家养的；驯服的；喜欢家庭生活的
v. 驯养（domesticate的过去分词）；使习惯于家庭生活"
doomsday,n. 世界末日；最后的审判日
dripping,"n. 滴；水滴；滴下物
adj. 湿淋淋的；欲滴的
v. 滴下（drip的ing形式）
adv. 欲滴地；湿淋淋地"
dub,"n. 笨蛋；鼓声
vt. 配音；轻点；打击；授予称号"
elevated,"n. 高架铁路
adj. 提高的；高尚的；严肃的；欢欣的
v. 提高；抬起；振奋；提拔（elevate的过去分词）"
enforcement,n. 执行，实施；强制
era,n. 时代；年代；纪元
ethnographer,n. 人种志学者；民族志学者
fame,"n. 名声，名望；传闻，传说
vt. 使闻名，使有名望"
fellow,"n. 家伙；朋友；同事；会员
adj. 同伴的，同事的；同道的
vt. 使…与另一个对等；使…与另一个匹敌"
fracture,"n. 破裂，断裂； 骨折
vt. 使破裂
vi. 破裂；折断"
fuzzy,adj. 模糊的；失真的；有绒毛的
garret,n. 阁楼；顶楼
handicap,"n. 障碍；不利条件，不利的因素
vt. 妨碍，阻碍；使不利"
handy,adj. 便利的；手边的，就近的；容易取得的；敏捷的
heaven,n. 天堂；天空；极乐
heel,"n. 脚后跟；踵
vt. 倾侧
vi. 倾侧"
heyday,"n. 全盛期
int. 嘿！（表喜悦或惊奇等）"
honour,"n. 荣誉；尊敬；勋章
vt. 尊敬； 承兑；承兑远期票据"
